,Category,Subcategory,Subsubcategory,Producto,Cantidad,Precio
131,"Arroz, legumbres y pasta",Arroz,Arroz,Arroz redondo La Fallera,Paquete 1 kg,1.47
132,"Arroz, legumbres y pasta",Arroz,Arroz,Arroz cocido basmati Sabroz,2 vasitos x 125 g,1.05
133,"Arroz, legumbres y pasta",Arroz,Arroz,Arroz cocido integral Sabroz,2 vasitos x 125 g,1.0
134,"Arroz, legumbres y pasta",Arroz,Arroz,Arroz bomba Hacendado,Paquete 1 kg,2.6
135,"Arroz, legumbres y pasta",Arroz,Arroz,Arroz cocido redondo Sabroz,2 vasitos x 125 g,1.0
136,"Arroz, legumbres y pasta",Arroz,Arroz,Quinoa cocida blanca y roja Sabroz,2 vasitos x 125 g,1.35
137,"Arroz, legumbres y pasta",Arroz,Arroz,Arroz largo Hacendado,Paquete 1 kg,0.98
138,"Arroz, legumbres y pasta",Arroz,Arroz,Arroz redondo J Sendra Hacendado,Paquete 1 kg,1.3
139,"Arroz, legumbres y pasta",Arroz,Arroz,Arroz basmati aromático Hacendado,Paquete 1 kg,2.2
140,"Arroz, legumbres y pasta",Arroz,Arroz,Cous cous mediano Bia,Caja 1 kg,1.9
141,"Arroz, legumbres y pasta",Arroz,Arroz,Arroz integral redondo Hacendado,Paquete 1 kg,1.5
142,"Arroz, legumbres y pasta",Arroz,Arroz,Quinoa Hacendado,Paquete 500 g,2.5
143,"Arroz, legumbres y pasta",Arroz,Arroz,Arroz vaporizado Hacendado,Paquete 1 kg,1.25
144,"Arroz, legumbres y pasta",Arroz,Arroz,Arroz redondo Sabroz,Paquete 1 kg,1.89
145,"Arroz, legumbres y pasta",Arroz,Arroz,Arroz Jazmín aromático Hacendado,Paquete 1 kg,2.2
146,"Arroz, legumbres y pasta",Arroz,Arroz,Noodles de arroz Acecook,Paquete 200 g,1.5
147,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Azúcar,Azúcar blanco,Paquete 1 kg,0.77
148,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Azúcar,Azúcar blanco en sobres Acor,Caja 50 sticks (350 g),1.15
149,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Azúcar,Azúcar moreno de caña Acor,Caja 1 kg,1.6
150,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Azúcar,Azúcar moreno de caña integral en sobres Acor,Caja 50 sobres (350 g),1.3
151,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Azúcar,Panela azúcar moreno de caña integral Hacendado,Paquete 500 g,1.8
152,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Azúcar,Azúcar Mascavado Hacendado,Paquete 500 g,1.05
153,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Azúcar,Azúcar glas Sidul,Bote 250 g,1.4
154,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Edulcorante líquido sacarina Hacendado,Bote 150 ml,0.85
155,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Edulcorante en pastillas sacarina Hacendado,Bote 850 pastillas (52 g),1.15
156,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Edulcorante en sobres sacarina Hacendado,Caja 60 sobres (60 g),1.2
157,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Sirope de agave,Bote 350 g,2.5
158,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Edulcorante líquido stevia Hacendado,Bote 150 ml,2.1
159,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Edulcorante granulado stevia Hacendado,Bote 200 g,3.2
160,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Edulcorante en pastillas stevia Hacendado,Bote 175 pastillas (9 g),1.85
161,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Edulcorante en sobres stevia Hacendado,Caja 54 sobres (54 g),2.0
162,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Edulcorante Eritritol y Sucralosa Hacendado,Bote 200 g,3.3
163,"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Surtido de golosinas Xuxes Top Ten Hacendado,Paquete 20 ud. (135 g),1.1
164,"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Regaliz roja Hacendado,Paquete 200 g,0.9
165,"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Pica Mix Hacendado,Paquete 200 g,0.95
166,"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Moras Hacendado,Paquete 200 g,0.95
167,"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Muaks Hacendado,Paquete 250 g,0.9
168,"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Fruit Mix Hacendado,Paquete 250 g,1.0
169,"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Nubi Mallow Hacendado,Paquete 150 g,0.75
170,"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Fresi Pink Hacendado rellenas,Paquete 200 g,1.0
171,"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Caramelo Pikotas masticable Dulciora,Paquete 100 g,1.15
172,"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas tubos de fresa Hacendado rellenos,Caja 320 g,1.6
173,"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Colours Hacendado,Paquete 250 g,1.0
174,"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Colas Hacendado,Paquete 250 g,1.0
175,"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Boca Fruit Hacendado,Paquete 200 g,1.0
176,"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Grageas de regaliz Hacendado,Paquete 150 g,1.35
177,"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Kubito sorpresa fantasía Hacendado,Caja 1 ud.,1.1
178,"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Osi Fruit Hacendado,Paquete 250 g,1.0
179,"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Surtido de caramelos Diver Xuxes Hacendado,Paquete 300 g,2.0
180,"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Regaliz roja Hacendado rellena con zumo de fruta,Paquete 150 g,1.0
181,"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Osi Choc Hacendado espumas dulces bañadas de chocolate con leche,Paquete 100 g,1.0
182,"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Spaguetti fresa Hacendado,Paquete 250 g,1.0
183,"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas regaliz negro Hacendado,Paquete 250 g,0.95
184,"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Cintas Hacendado con pica pica,Paquete 100 g,0.8
185,"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Bananas Hacendado,Paquete 200 g,1.0
186,"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Dentaduras Hacendado,Paquete 100 g,1.1
187,Bebé,Alimentación infantil,Tarritos salados,Papilla crema de bechamel con lenguado Hero baby +8 meses,Tarrito 235 g,1.3
188,Bebé,Alimentación infantil,Tarritos salados,Papilla verduritas con merluza Hero baby +6 meses,2 tarritos x 235 g,2.6
189,Bebé,Alimentación infantil,Tarritos salados,Papilla verduritas con pollo y ternera Hero baby +6 meses,Tarrito 235 g,1.3
190,Bebé,Alimentación infantil,Tarritos salados,Papilla arroz con pollo Hero baby +6 meses,2 tarritos x 235 g,2.6
191,Bebé,Alimentación infantil,Tarritos salados,Papilla verduritas con pollo Hero baby buenas noches +6 meses,2 tarritos x 190 g,2.2
192,Bebé,Alimentación infantil,Tarritos salados,Papilla verduritas con delicias de pavo Hero baby natur +6 meses,Tarrito 235 g,1.3
193,Bebé,Alimentación infantil,Tarritos salados,Papilla zanahorias baby con ternera Hero baby +6 meses,Tarrito 235 g,1.3
194,Bebé,Alimentación infantil,Tarritos salados,Papilla zanahorias con arroz en caldito de pollo Hero baby +6 meses,Tarrito 235 g,1.3
195,Bebé,Alimentación infantil,Tarritos salados,Papilla lentejas con verduritas Hero baby recetas caseras +8 meses,2 tarritos x 190 g,2.2
196,Bebé,Alimentación infantil,Tarritos salados,Papilla menestra de cordero a la crema Hero baby recetas caseras +6 meses,2 tarritos x 190 g,2.2
197,Bebé,Alimentación infantil,Tarritos de fruta,Papilla fresa y plátano +8 meses Hacendado,1 ud. (120 g),0.9
198,Bebé,Alimentación infantil,Tarritos de fruta,Papilla fruta variada +6 meses Hacendado,1 ud. (120 g),0.9
199,Bebé,Alimentación infantil,Tarritos de fruta,Papilla manzana y plátano +6 meses Hacendado,1 ud. (120 g),0.9
200,Bebé,Alimentación infantil,Tarritos de fruta,Papilla fruta variada +4 meses Hacendado,4 tarritos x 130 g,2.3
201,Bebé,Alimentación infantil,Tarritos de fruta,"Papilla plátano, naranja y galleta +6 meses Hacendado",4 tarritos x 130 g,2.3
202,Bebé,Alimentación infantil,Tarritos de fruta,Papilla cuatro frutas con avena +8 meses Hacendado,4 tarritos x 130 g,2.5
203,Bebé,Alimentación infantil,Tarritos de fruta,"Papilla plátano, mandarina y pera +4 meses Hacendado",4 tarritos x 130 g,2.3
204,Bebé,Alimentación infantil,Tarritos de fruta,Papilla compota de manzana +4 meses Hacendado,2 tarritos x 130 g,1.3
205,Bebé,Alimentación infantil,Tarritos de fruta,Papilla cuatro frutas con yogur +8 meses Hacendado,4 tarritos x 130 g,2.5
206,Bebé,Alimentación infantil,Tarritos de fruta,Papilla pera y manzana +4 meses Hacendado,4 tarritos x 130 g,2.3
207,Bebé,Alimentación infantil,Tarritos de fruta,Papilla manzana y mango +6 meses Hacendado,1 ud. (120 g),0.9
208,Bebé,Alimentación infantil,Tarritos de fruta,"Papilla plátano, fresa, arándanos y avena +8 meses Hacendado",1 ud. (120 g),0.9
209,Bebé,Alimentación infantil,Tarritos de fruta,Papilla frutas con queso fresco + 8 meses Hacendado,2 tarritos x 130 g,2.3
210,Bebé,Alimentación infantil,Yogures y postres,Yogur líquido infantil de fresa y plátano Go-Lácteo +8 meses,Caja 4 ud. (360 g),2.5
211,Bebé,Alimentación infantil,Yogures y postres,Yogur líquido infantil natural Go-Lácteo +6 meses,Caja 4 ud. (360 g),2.5
212,Bebé,Alimentación infantil,Yogures y postres,Yogur líquido infantil de pera Go-Lácteo +6 meses,Caja 4 ud. (360 g),2.5
